Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-039866,2020-09,09/03/2020 11:12,Y, , ,1, , 41014,1,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,7615,VERMONT AVE,2, , ,7600,VERMONT,887852.2,989321.1
20-039870,2020-09,09/03/2020 11:30,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,6254,DELMAR BLVD,46, , ,6254,DELMAR,876843.8,1027542
20-039939,2020-09,09/03/2020 11:30,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1531,WASHINGTON AVE,36, , ,1531,WASHINGTON,905491.8,1019489
20-045321,2020-09,09/03/2020 12:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,1273,HAMILTON AVE,48, , ,1273,HAMILTON,881023.1,1032049
20-040837,2020-09,09/03/2020 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6100,MCPHERSON AVE,46, , ,6100,MCPHERSON,878227.1,1026037
20-039872,2020-09,09/03/2020 12:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S 7TH ST / I 55 NORTHBOUND,20, , , , ,906806.1,1012405
20-039938,2020-09,09/03/2020 12:50,Y, , ,1, , 73413,4,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,3545,LINDELL BLVD,77, ,@SLU - WOOL CENTER,3545,LINDELL,896904.9,1020990
20-039882,2020-09,09/03/2020 12:58,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1310,N GRAND BLVD,77, , , , ,898106.7,1024167
20-040011,2020-09,09/03/2020 13:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,607,N GRAND BLVD,77,UNIVERSITY PLAZA APARTMENTS, ,607,GRAND,896930.7,1021874
20-039935,2020-09,09/03/2020 13:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5837,SOUTHWEST AVE,13, , ,5837,SOUTHWEST,881147.3,1010263
20-039895,2020-09,09/03/2020 13:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,6165,DELMAR BLVD,48, , ,6165,DELMAR,877800.7,1027650
20-040832,2020-09,09/03/2020 13:30,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",2840,WISCONSIN AVE,22, , ,2840,WISCONSIN,900534.4,1007647
20-039891,2020-09,09/03/2020 13:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1620,UNION BLVD,52,ZX GAS STATION, , , ,886883.8,1031770
20-039937,2020-09,09/03/2020 13:35,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,0,GRAVOIS AVE / MERAMEC ST,16, , , , ,889337.4,1003165
20-039898,2020-09,09/03/2020 13:49,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3477,OAK HILL AVE,15, ,RESIDENCE,3477,OAK HILL,889734.3,1005366
20-039904,2020-09,09/03/2020 13:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,6300,N BROADWAY,79, , ,6300,BROADWAY,900037.5,1039008
20-039970,2020-09,09/03/2020 14:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,1325,S GRAND BLVD,29,ST LOUIS UNIVERSITY HOSPITAL,@ST LOUIS UNIVERSITY HOSPITAL,1325,GRAND,894902.8,1015747
20-040497,2020-09,09/03/2020 14:20,Y, , ,1, , 52322,4,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,3332,N 19TH ST,65, , ,3332,19TH,905964.2,1028223
20-042107,2020-09,09/03/2020 15:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3330,SPRUCE ST,37,METRO CENTRAL FACILITY - BUS STATIO,METRO CENTRAL FACILITY - BUS STATION,3330,SPRUCE,897527.6,1018368
20-041342,2020-09,09/03/2020 15:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2849,PESTALOZZI ST,24,RESIDENCE,APT 2F,2849,PESTALOZZI,897359.9,1008485
20-039909,2020-09,09/03/2020 15:10,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4101,CHIPPEWA ST,15, ,@CAR NOVA,4101,CHIPPEWA,890015.5,1003725
20-039924,2020-09,09/03/2020 15:30,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,2800,N FLORISSANT AVE,63, ,SHELL, , ,905960.9,1025983
20-039917,2020-09,09/03/2020 15:45,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4316,PAGE BLVD,58, , , , ,893090.3,1026760
20-040083,2020-09,09/03/2020 15:55,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4005,GRAVOIS AVE,15, , ,4005,GRAVOIS,890679.8,1004072
20-040034,2020-09,09/03/2020 16:00,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",0,W FLORISSANT AVE / GOODFELLOW,76, , , , ,890122.3,1048565
20-041031,2020-09,09/03/2020 16:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4532,LOUISIANA AVE,16, , ,4532,LOUISIANA,893142.4,998565.1
20-039945,2020-09,09/03/2020 16:10,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,FINNEY AVE / N VANDEVENTER AVE,77, , , , ,895800.4,1024474
20-039920,2020-09,09/03/2020 16:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,PAPIN ST / S VANDEVENTER AVE,37, , , , ,892528.2,1017890
20-039914,2020-09,09/03/2020 16:13,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,707,PINE ST,35, ,PARKING GARAGE, , ,908248.7,1017645
20-039923,2020-09,09/03/2020 16:21,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,4100,W FLORISSANT AVE,68, , , , ,900226,1034424
20-039922,2020-09,09/03/2020 16:30,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,ACADEMY AVE / DR MARTIN LUTHER,51, ,ALIAS MLK/ACADEMY AVE CITY, , ,887401.3,1030810
20-039919,2020-09,09/03/2020 16:45,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3527,BAMBERGER AVE,15,SALLY BEAUTY SUPPLY, ,3527,BAMBERGER,892172.8,1005396
20-039929,2020-09,09/03/2020 16:50,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,5550,S GRAND BLVD,1, ,@WALGREENS - 5550 S GRAND, , ,890701.1,995885.1
20-040751,2020-09,09/03/2020 16:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,CLAYTON / INTERSTATE 64,44, , ,3706,MINNESOTA,0,0
20-039932,2020-09,09/03/2020 16:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,ASHLAND AVE / MARCUS AVE,56, , , , ,892677.1,1033046
20-040092,2020-09,09/03/2020 17:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2020,DELMAR BLVD,36,MAJESTIC STOVE LOFTS, ,2020,DELMAR,903669,1020331
20-039946,2020-09,09/03/2020 17:10,Y, , ,1, , 41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4719,WASHINGTON AVE,38, , ,4719,WASHINGTON,889183.6,1025751
20-039933,2020-09,09/03/2020 17:25,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,FYLER AVE / S KINGSHIGHWAY BLV,15, , ,3460,KINGSHIGHWAY,885863.4,1007205
20-039952,2020-09,09/03/2020 17:30,Y, , ,1, , 43013,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,1522,CLARA AVE,50, , ,5281,THEODOSIA,884468.8,1033073
20-039952,2020-09,09/03/2020 17:30,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,1522,CLARA AVE,50, , ,5281,THEODOSIA,884468.8,1033073
20-039952,2020-09,09/03/2020 17:30,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,1522,CLARA AVE,50, , ,5281,THEODOSIA,884468.8,1033073
20-039927,2020-09,09/03/2020 17:35,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,3454,CLARA AVE,50, , ,3454,CLARA,886629,1037134
20-039936,2020-09,09/03/2020 17:38,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S 13TH ST / ALLEN MARKET LN,21, , , , ,902958.2,1010595
20-039964,2020-09,09/03/2020 17:45,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3305,WASHINGTON AVE,77, , ,3305,WASHINGTON,898298.5,1021291
20-039959,2020-09,09/03/2020 17:50,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N LEONARD AVE / WASHINGTON AVE,77, , , , ,898384.4,1021160
20-040220,2020-09,09/03/2020 18:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4410,PENNSYLVANIA AVE,17, , ,4410,PENNSYLVANIA,895424.9,998666.3
20-039966,2020-09,09/03/2020 18:00,Y, , ,1, , 43011,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,0,N EUCLID AVE / KOSSUTH AVE,69, , , , ,892617.3,1036170
20-039966,2020-09,09/03/2020 18:00,Y, , ,1, , 43021,6,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 1ST DEGREE,0,N EUCLID AVE / KOSSUTH AVE,69, , , , ,892617.3,1036170
20-039940,2020-09,09/03/2020 18:10,Y, , ,1, ,250000,3,LOITERING-BEGGING,3400,CALIFORNIA AVE,19, ,INTERSECTION OF CHEROKEE/CALIFORNIA,3400,CHEROKEE,897470.6,1005293
20-039954,2020-09,09/03/2020 18:21,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1527,AGNES ST,65, , ,1527,AGNES,906136,1028755
20-039950,2020-09,09/03/2020 18:25,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,6416,EICHELBERGER ST,8, , ,6416,EICHELBERGER,876777.1,1000806
20-039943,2020-09,09/03/2020 18:28,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3434,SHENANDOAH AVE,25, , ,3434,SHENANDOAH,895182.9,1010771
20-039942,2020-09,09/03/2020 18:30,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,2200,SOUTH 1OTH ST.,21,POTOMAC SQUARE PARK,MULTI, ,POTOMAC SQUARE PARK,0,0
20-040241,2020-09,09/03/2020 18:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3720,LACLEDE AVE,37, , ,3720,LACLEDE,894906.8,1020188
20-039949,2020-09,09/03/2020 18:40,Y, , ,1, ,265100,4,SAFETY-FIREWORKS VIOLATION,3124,BRANTNER PL,59, ,APARTMENT,3124,BRANTNER,899235.5,1023898
20-039963,2020-09,09/03/2020 18:45,Y, , ,1, , 91123,2,SIMPLE ASSAULT-CHILD/NO INJURY,1457,S VANDEVENTER AVE,39, , ,1457,VANDEVENTER,890537.8,1016221
20-039953,2020-09,09/03/2020 18:45,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,1102,MCLARAN AVE,74, , ,709,GIMBLIN,896133.8,1049312
20-040133,2020-09,09/03/2020 19:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4600,DELOR ST,5, , ,4628,DELOR,885126.8,1001075
20-039967,2020-09,09/03/2020 19:19,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,2310,MCCAUSLAND AVE,10, ,@WALGREENS - MCCAUSLAND AND MANCHEST,2310,MCCAUSLAND,874938.3,1013267
20-039962,2020-09,09/03/2020 19:30,Y, , ,1, , 32311,6,ROBBERY-RESIDENCE /OTHR WEPN USED/SUCCESS,879,GUSTAV AVE,74, , ,879,GUSTAV,896744.1,1052584
20-039957,2020-09,09/03/2020 19:33,Y, , ,1, , 38421,6,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,4245,N KINGSHIGHWAY BLVD,84, ,ALIAS N KINGSHIGHWAY/WB 70, , ,892289.9,1037884
20-039956,2020-09,09/03/2020 19:35,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3505,N NEWSTEAD AVE,56, , ,3505,NEWSTEAD,894983,1032158
20-039961,2020-09,09/03/2020 19:47,Y, , ,1, ,178200,5,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1400,SEMPLE AVE,78, , ,1400,SEMPLE,0,0
20-039960,2020-09,09/03/2020 19:50,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5242,PALM ST,52, , ,5242,PALM,889227.6,1035737
20-039968,2020-09,09/03/2020 19:52,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4500,S BROADWAY,17, ,S BROADWAY/SB55 CITY, , ,896261.1,997737.1
20-040031,2020-09,09/03/2020 20:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3719,MINNESOTA AVE,19, , ,3719,MINNESOTA,895625.3,1003225
20-040227,2020-09,09/03/2020 20:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4643,OREGON AVE,17, , ,4643,OREGON,895624.6,996967.1
20-040020,2020-09,09/03/2020 20:15,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3191,NEBRASKA AVE,30, , ,3191,NEBRASKA,897027.2,1006680
20-040113,2020-09,09/03/2020 20:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,6035,W FLORISSANT AVE,73, , ,6035,FLORISSANT,891060.1,1047431
20-039976,2020-09,09/03/2020 20:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,816,GEYER AVE,21, ,@BAR- MOLLYS BISTRO,816,GEYER,904769.3,1010363
20-039977,2020-09,09/03/2020 20:53,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,70 WESTBOUND / GRAND AVE,64, , , , ,0,0
20-040037,2020-09,09/03/2020 21:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,621,WILMINGTON AVE,1, , ,621,WILMINGTON,891555.2,993967.6
20-040004,2020-09,09/03/2020 21:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4236,OSCEOLA ST,5, , ,4236,OSCEOLA,887654,1003008
20-040013,2020-09,09/03/2020 21:50,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4021,MERAMEC ST,16, ,APT 7,4021,MERAMEC,890338.3,1002532
20-039978,2020-09,09/03/2020 22:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2840,GAMBLE ST,59, , ,2840,GAMBLE,900979.4,1022364
20-039975,2020-09,09/03/2020 22:02,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,BITTNER ST / SWITZER AVE,86, , ,1086,BITTNER,895755.3,1047217
20-039981,2020-09,09/03/2020 22:15,Y, , ,1, , 10000,5,HOMICIDE,2505,HODIAMONT AVE,50, , ,2505,HODIAMONT,882087.8,1035986
20-039981,2020-09,09/03/2020 22:15,Y, , ,1, , 10000,5,HOMICIDE,2505,HODIAMONT AVE,50, , ,2505,HODIAMONT,882087.8,1035986
20-040293,2020-09,09/03/2020 23:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,2819,MOUNT PLEASANT ST,17, , ,2819,MOUNT PLEASANT,895886.3,997472.6
20-040109,2020-09,09/03/2020 23:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,5971,TARA LN,73, , ,5971,TARA,892779.8,1048224
20-040025,2020-09,09/03/2020 23:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6483,RHODES AVE,8, , ,6483,RHODES,876394.6,999713.3
20-040000,2020-09,09/03/2020 23:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5225,ELIZABETH AVE,12, , ,5225,ELIZABETH,884719.4,1012404
20-039982,2020-09,09/03/2020 23:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6421,MINNESOTA AVE,1, , ,6421,MINNESOTA,891497.2,991807.3
20-039992,2020-09,09/03/2020 23:50,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3668,LIERMANN AVE,16, , ,3668,LIERMANN,892396.3,1001678
20-040046,2020-09,09/04/2020 00:07,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5887,COTE BRILLIANTE AVE,50, , ,5887,COTE BRILLIANTE,882733.8,1034784
20-040024,2020-09,09/04/2020 00:22,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4869,NATURAL BRIDGE AVE,69, , ,4869,NATURAL BRIDGE,892226.2,1034696
20-039985,2020-09,09/04/2020 00:25,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5445,VIRGINIA AVE,1, , ,5445,VIRGINIA,892951.4,995012.1
20-039983,2020-09,09/04/2020 00:26,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3622,PAGE BLVD,77, ,@EBONY MOTEL,3622,PAGE,897824.8,1024131
20-040057,2020-09,09/04/2020 00:41,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,200,WALNUT ST,35, ,@OLD CATHEDRAL,200,WALNUT,0,0
20-039984,2020-09,09/04/2020 00:46,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,HODIAMONT AVE / WELLS AVE,78, , , , ,881282,1034274
20-040062,2020-09,09/04/2020 01:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,7622,ALABAMA AVE,2, , ,7617,ALABAMA,887666.1,989340
20-039989,2020-09,09/04/2020 01:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3805,DUNNICA AVE,16, , ,3805,DUNNICA,891645.9,1003118
20-040036,2020-09,09/04/2020 01:23,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5254,WABADA AVE,52, , ,5254,WABADA,887511.9,1032682
20-039986,2020-09,09/04/2020 01:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / SHREVE AVE,69, ,ALIAS I 70 EB/SHREVE, , ,894680.9,1037608
20-039988,2020-09,09/04/2020 01:59,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,0,I 70 WESTBOUND / SHREVE AVE,69, ,ALIAS I 70 WB/SHREVE, , ,894744.3,1037701
20-040010,2020-09,09/04/2020 02:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4268,W FINNEY AVE,58, , ,4268,FINNEY,892931.6,1025939
20-040028,2020-09,09/04/2020 03:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",3648,KOSCIUSKO ST,18, , ,3648,KOSCIUSKO,901094.2,1002717
20-039990,2020-09,09/04/2020 03:01,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,SALENA ST / WINNEBAGO ST,18, , , , ,900000.9,1002894
20-039993,2020-09,09/04/2020 03:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,904,S VANDEVENTER AVE,37,QUICK TRIP, ,2633,TENNESSEE,892624.1,1017847
20-039998,2020-09,09/04/2020 03:30,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,ARSENAL ST / IOWA AVE,30, ,ROAD,3131,IOWA,898131.8,1007456
20-040032,2020-09,09/04/2020 03:46,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5126,WELLS AVE,51, , ,5126,WELLS,886906.8,1030498
20-039994,2020-09,09/04/2020 03:50,Y, , ,1, , 10000,5,HOMICIDE,1428,SEMPLE AVE,78, , , , ,885141.8,1031370
20-040044,2020-09,09/04/2020 03:52,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5650,WABADA AVE,50, , ,5650,WABADA,884489.3,1034386
20-040023,2020-09,09/04/2020 03:54,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3118,KIMBERLY AVE,50, , ,3118,KIMBERLY,888443.3,1035360
20-040001,2020-09,09/04/2020 05:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4550,CLAXTON AVE,71, , ,4550,CLAXTON,891388.1,1039984
20-039996,2020-09,09/04/2020 05:15,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3545,VISTA AVE,31, ,SLU UNIVERSITY,3544,CAROLINE,895579.6,1015327
20-039997,2020-09,09/04/2020 05:20,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3133,CLAY AVE,56, , ,3133,CLAY,897601.1,1030262
20-039999,2020-09,09/04/2020 06:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S 37TH ST / DELOR ST,16, , , , ,890961.8,997996.5
20-040003,2020-09,09/04/2020 06:52,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2345,LAFAYETTE AVE,32, , , , ,900170.3,1012974
20-040033,2020-09,09/04/2020 07:16,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3008,N NEWSTEAD AVE,56, , ,3008,NEWSTEAD,894632.8,1031198
20-040007,2020-09,09/04/2020 07:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / GOODFELLOW,76, , ,5722,PAMPLIN,890122.3,1048565
20-040127,2020-09,09/04/2020 07:45,Y, , ,1, , 65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",0,BLAINE AVE / TOWER GROVE AVE,28, , , , ,890064.3,1014900
20-040006,2020-09,09/04/2020 07:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,3901,WASHINGTON AVE,38, , ,3901,WASHINGTON,894862.8,1023020
20-040005,2020-09,09/04/2020 07:53,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1210,LOCUST ST,36,CHRIST CHURCH CATHEDRAL,WEST SIDE STEPS,1210,LOCUST,906389.8,1018559
20-040761,2020-09,09/04/2020 08:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,1101,RIVERVIEW BLVD,74, , ,1101,RIVERVIEW,895447.3,1052278
20-040017,2020-09,09/04/2020 08:00,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,950,LOUGHBOROUGH AVE,1,LOWES - LOUGHBOROUGH COMMONS, ,950,LOUGHBOROUGH,888490.9,992015.3
20-045152,2020-09,09/04/2020 08:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2139,VICTOR ST,22, , ,0,VICTOR,900328.4,1009498
20-041787,2020-09,09/04/2020 08:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",7138,SOUTHWEST AVE,10,MAPLEWOOD BIBLE CHAPEL,PARKING LOT,7134,SOUTHWEST,873721.3,1012068
20-043674,2020-09,09/04/2020 08:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,7845,WILMAR PL,4, , ,7845,WILMAR,882746.6,991130.4
20-040014,2020-09,09/04/2020 09:07,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1515,N 13TH ST,60, , ,1515,13TH,907555.6,1022698
20-040022,2020-09,09/04/2020 09:10,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5748,ERA AVE,76, ,SISTER RESIDENCE,5748,ERA,890420.2,1047778
20-040030,2020-09,09/04/2020 09:15,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5203,WELLS AVE,51, , ,5203,WELLS,886757.4,1030815
20-040101,2020-09,09/04/2020 10:00,Y, , ,1, , 72130,6,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,4979,NATURAL BRIDGE AVE,69, ,@MCDONALDS - NATURAL BRIDGE, , ,891403.6,1035206
20-040038,2020-09,09/04/2020 10:15,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1546,SWITZER AVE,73, , ,1546,SWITZER,893345.3,1049202
20-040249,2020-09,09/04/2020 10:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1800,N VANDEVENTER AVE,59, , ,1800,VANDEVENTER,897066.7,1026430
20-040035,2020-09,09/04/2020 10:40,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5876,COTE BRILLIANTE AVE,50, , ,5876,COTE BRILLIANTE,882772,1034566
20-041710,2020-09,09/04/2020 11:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",0,FLORA CT / S GRAND BLVD,26, , ,2149,GRAND,894483.1,1011990
20-040060,2020-09,09/04/2020 11:30,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4931,ARLINGTON AVE,71, , ,4900,ARLINGTON,891422,1040630
20-040217,2020-09,09/04/2020 11:30,Y, , ,1, , 31422,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,4238,PECK ST,67, , ,4223,PECK,902757.6,1031878
20-040048,2020-09,09/04/2020 11:44,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4920,PAGE BLVD,53, , ,1920,PAGE,888726.1,1029025
20-040063,2020-09,09/04/2020 11:45,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3400,HAMILTON AVE,50, ,APT D,3400,HAMILTON,884386.2,1037987
20-040055,2020-09,09/04/2020 11:45,Y, , ,1, , 32421,1,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,3900,RAY AVE,16, ,#1S,3900,RAY,890121.5,1002702
20-041382,2020-09,09/04/2020 12:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3965,PARK AVE,28, , ,3965,PARK,892545.4,1015461
