Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-024084,2020-06,06/04/2020 17:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP, ,E ASHLAND AVE,56, , , ,ASHLAND,896731.7,1031112
20-023982,2020-06,06/04/2020 17:01,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3415,S GRAND BLVD,15, , ,3415,GRAND,893431.8,1005761
20-023984,2020-06,06/04/2020 17:25,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,250,DE BALIVIERE AVE,47, ,@METROLINK - FOREST PARK ALIAS 250 D,250,DE BALIVIERE,881642.6,1024780
20-023991,2020-06,06/04/2020 17:35,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5853,PLYMOUTH AVE,48, , ,5853,PLYMOUTH,880771.9,1031257
20-023988,2020-06,06/04/2020 17:45,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,3200,FRANKLIN AVE,77, , ,3200,FRANKLIN,899026.6,1022062
20-024053,2020-06,06/04/2020 18:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3130,BRANTNER PL,59, , ,3130,BRANTNER,899147.6,1023897
20-024053,2020-06,06/04/2020 18:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3130,BRANTNER PL,59, , ,3130,BRANTNER,899147.6,1023897
20-023993,2020-06,06/04/2020 18:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4738,PLOVER AVE,72, , ,4738,PLOVER,889084.4,1041681
20-024113,2020-06,06/04/2020 18:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1855,GRAVOIS AVE,23,JIM KING MOTORS LLC, ,1855,GRAVOIS,901645.3,1010326
20-026024,2020-06,06/04/2020 18:00,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",2406,N SARAH ST,56, , ,2406,SARAH,896147.4,1027768
20-024005,2020-06,06/04/2020 18:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4129,W FLORISSANT AVE,68, , ,4129,FLORISSANT,900240.3,1034726
20-024005,2020-06,06/04/2020 18:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4129,W FLORISSANT AVE,68, , ,4129,FLORISSANT,900240.3,1034726
20-023997,2020-06,06/04/2020 18:15,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3635,VISTA AVE,29, , ,3635,VISTA,894354.8,1015713
20-024015,2020-06,06/04/2020 18:22,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,6210,PENNSYLVANIA AVE,1, , ,6210,PENNSYLVANIA,892458.8,992032.6
20-023994,2020-06,06/04/2020 18:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3701,CALIFORNIA AVE,19, , ,3701,CALIFORNIA,896958.9,1003195
20-024002,2020-06,06/04/2020 18:35,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,CALIFORNIA AVE / OSCEOLA ST,17, ,INTERSECTION OF CALIFORNIA AVE/ OSCE,2000,KRAFT,896426.6,998721.9
20-023992,2020-06,06/04/2020 18:40,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4641,LABADIE AVE,56, , ,4641,LABADIE,892767.5,1032206
20-023989,2020-06,06/04/2020 18:43,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5850,ELIZABETH AVE,12,IBEW #1,IBEW UNION HALL PARKING LOT,5850,ELIZABETH,881446.8,1012561
20-024115,2020-06,06/04/2020 19:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4151,WYOMING ST,15, , ,4151,WYOMING,889511.5,1007629
20-024875,2020-06,06/04/2020 19:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3015,N 23RD ST,60, , ,3015,23RD,904022.6,1027132
20-024004,2020-06,06/04/2020 19:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 7TH ST / MARKET ST,35, , , , ,908127.9,1016924
20-025155,2020-06,06/04/2020 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,0,DE BALIVIERE AVE / DELMAR BLVD,47, ,ALIAS DEB%/DELMAR, , ,881776.6,1027034
20-026375,2020-06,06/04/2020 20:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3463,S GRAND BLVD,15, , ,3463,GRAND,893388.1,1005336
20-024047,2020-06,06/04/2020 20:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,4114,MINNESOTA AVE,16, , ,4114,MINNESOTA,895415.3,1000658
20-024022,2020-06,06/04/2020 20:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,0,NATURAL BRIDGE AVE / N NEWSTEA,56, , , , ,895482.4,1032844
20-024120,2020-06,06/04/2020 20:03,Y, , ,1, , 43014,4,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,0,N 25TH ST / FARRAR ST,65, , , , ,903427.6,1029157
20-024007,2020-06,06/04/2020 20:05,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2912,ARSENAL ST,30, , ,2912,ARSENAL,896988.1,1007652
20-024166,2020-06,06/04/2020 20:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,3529,N NEWSTEAD AVE,56, , ,3529,NEWSTEAD,895104.8,1032383
20-024054,2020-06,06/04/2020 20:30,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,MARYLAND AVE / N NEWSTEAD AVE,38, , , , ,890528.2,1023101
20-024013,2020-06,06/04/2020 20:38,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,7874,TENNESSEE PL,1,SOUTHWEST CROSSINGS,VACANT APARTMENT,7874,TENNESSEE,886226.8,989410.4
20-024052,2020-06,06/04/2020 20:43,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4355,MARYLAND AVE,38, , ,4355,MARYLAND,891021.8,1023157
20-024020,2020-06,06/04/2020 20:52,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4133,MICHIGAN AVE,16, , ,4133,MICHIGAN,894870.6,1000539
20-024011,2020-06,06/04/2020 20:55,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,249,UNION BLVD,47,275 ON THE PARK,APT 4404,249,UNION,884322.6,1024279
20-024018,2020-06,06/04/2020 21:01,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",711,BIDDLE ST,62, , ,711,BIDDLE,909174.2,1020603
20-024021,2020-06,06/04/2020 21:49,Y, , ,1, , 32421,3,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,0,S GRAND BLVD / WYOMING ST,25, ,STREET/ALLEYWAY, , ,893775.8,1007148
20-024024,2020-06,06/04/2020 22:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4126,GREEN LEA PL,68, , , , ,899239.9,1033629
20-024024,2020-06,06/04/2020 22:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4126,GREEN LEA PL,68, , , , ,899239.9,1033629
20-024025,2020-06,06/04/2020 22:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2623,MINNESOTA AVE,25, ,FOUR-FAMILY APARTMENT BUILDING,2326,MINNESOTA,896659.3,1009706
20-024086,2020-06,06/04/2020 22:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2924,PENNSYLVANIA AVE,25, , ,2924,PENNSYLVANIA,896956.1,1008264
20-024075,2020-06,06/04/2020 22:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3134,TEXAS AVE,30, , ,3134,TEXAS,898700.3,1006748
20-024019,2020-06,06/04/2020 22:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,0,N 7TH ST / MARKET ST,35, , , , ,908127.9,1016924
20-024050,2020-06,06/04/2020 22:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1706,WASHINGTON AVE,36, ,APT 206,1706,WASHINGTON,904722.5,1019461
20-024076,2020-06,06/04/2020 22:30,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,2726,SUBLETTE AVE,13, , ,2726,SUBLETTE,882886.1,1010862
20-024049,2020-06,06/04/2020 22:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,709,BADEN AVE,74, , ,709,BADEN,897387.9,1048159
20-024118,2020-06,06/04/2020 22:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4405,HARRIS AVE,68, , ,4405,HARRIS,898607.5,1034676
20-024265,2020-06,06/04/2020 23:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4991,PARKER AVE,14, , ,4991,PARKER,884610.4,1007209
20-024026,2020-06,06/04/2020 23:18,Y, , ,1, , 83000,3,ARSON-KNOWINGLY BURNING/SUCCESS,730,CARROLL ST,21,SOULARD MARKET,@SOULARD MARKET,730,CARROLL,905629.6,1011355
20-024027,2020-06,06/04/2020 23:22,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,500,WASHINGTON AVE,35, , ,1,EADS,909060.6,1018285
20-024031,2020-06,06/04/2020 23:50,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6115,SHERRY AVE,76, , ,6115,SHERRY,888702.2,1044598
20-024034,2020-06,06/05/2020 00:01,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3600,MERAMEC ST,16, , , , ,893412.4,1000448
20-024029,2020-06,06/05/2020 00:32,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3015,GASCONADE ST,16, , ,3015,GASCONADE,895508.1,1000893
20-024030,2020-06,06/05/2020 00:40,Y, , ,1, , 38421,4,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,1401,CHOUTEAU AVE,36, ,@AMOCO - 14TH AND CHOUTEAU,1401,CHOUTEAU,904521.8,1014630
20-024035,2020-06,06/05/2020 01:10,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4150,N GRAND BLVD,67,BOOST MOBILE, ,4150,GRAND,902222.8,1031528
20-024033,2020-06,06/05/2020 02:00,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,4946,WASHINGTON AVE,38, , ,4946,WASHINGTON,888038.3,1025646
20-024037,2020-06,06/05/2020 02:50,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,1465,S GRAND BLVD,29,CARDINAL GLENNON HOSPITAL,@CARDINAL GLENNON HOSPITAL,1465,GRAND,894852.6,1015265
20-024038,2020-06,06/05/2020 03:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5971,RIVERVIEW BLVD,73, , ,5971,RIVERVIEW,892961.1,1048118
20-024039,2020-06,06/05/2020 03:07,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,1525,CHOUTEAU AVE,36, , ,1525,CHOUTEAU,903834.3,1014814
20-024036,2020-06,06/05/2020 03:10,Y, , ,1, , 43012,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,6445,VIRGINIA AVE,1, , ,6445,VIRGINIA,890737.8,991995.6
20-024036,2020-06,06/05/2020 03:10,Y, , ,1, , 43012,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,6445,VIRGINIA AVE,1, , ,6445,VIRGINIA,890737.8,991995.6
20-024322,2020-06,06/05/2020 05:02,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3700,UNION BLVD,70,CROWN MART,GAS STATION, , ,889231.6,1036274
20-024144,2020-06,06/05/2020 05:40,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5130,GRAND DR,82, ,FOREST PARK,5137,GRAND,886264.3,1023336
20-024177,2020-06,06/05/2020 05:45,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,124,W COURTOIS ST,2, , ,124,COURTOIS,888690.8,987879.6
20-024269,2020-06,06/05/2020 06:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4355,MARYLAND AVE,38, , ,4355,MARYLAND,891021.8,1023157
20-024233,2020-06,06/05/2020 07:10,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1400,SHAWMUT PL,78, ,@ENGINE CO 13,1400,SHAWMUT,883013.4,1032520
20-025783,2020-06,06/05/2020 07:30,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
20-026928,2020-06,06/05/2020 08:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4070,FEDERER PL,5, , ,4070,FEDERER,886011.4,996108.2
20-024099,2020-06,06/05/2020 08:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1903,SAINT LOUIS AVE,60, , ,1903,SAINT LOUIS,905655.4,1026031
20-024062,2020-06,06/05/2020 08:27,Y, , ,1, , 10000,3,HOMICIDE,2401,INDIANA AVE,23, , ,2311,VICTOR,899715,1009827
20-024087,2020-06,06/05/2020 08:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,ARCO AVE / TOWER GROVE AVE,39, , , , ,889714.9,1017463
20-024057,2020-06,06/05/2020 08:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / PAGE BLV,53, , , , ,888176.6,1029215
20-025331,2020-06,06/05/2020 10:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1409,CLINTON ST,63, , ,1409,CLINTON,907064.9,1024443
20-024877,2020-06,06/05/2020 10:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4553,GUSTINE AVE,16,LASOW, ,4553,GUSTINE,889803.8,1000585
20-024132,2020-06,06/05/2020 10:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,S 2ND ST / RUSSELL BLVD,20, , , , ,906075.6,1009231
20-025254,2020-06,06/05/2020 10:07,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3304,CHEROKEE ST,30, , ,3304,CHEROKEE,894978.8,1005469
20-024074,2020-06,06/05/2020 10:15,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1234,S KINGSHIGHWAY BLVD,39, , , , ,887583.4,1016313
20-024069,2020-06,06/05/2020 10:22,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,BIRCHER BLVD / I 70 EASTBOUND,70, ,ALIAS EB 70/N KINGSHIGHWAY BLVD CITY, , ,888440.1,1043058
20-024079,2020-06,06/05/2020 10:30,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4737,PLOVER AVE,72, , ,4737,PLOVER,889220.6,1041894
20-024082,2020-06,06/05/2020 11:02,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4959,DAVISON AVE,72, , ,4959,DAVISON,890854.1,1041423
20-024126,2020-06,06/05/2020 12:00,Y, , ,1, , 32421,1,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,5319,S BROADWAY,1, , ,5319,BROADWAY,894313.8,994348.3
20-027313,2020-06,06/05/2020 12:00,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,6811,MICHIGAN AVE,1, , ,6811,MICHIGAN,890318.9,991020.6
20-024287,2020-06,06/05/2020 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5723,PENNSYLVANIA AVE,1, , ,5723,PENNSYLVANIA,893341.9,993250.8
20-025819,2020-06,06/05/2020 12:00,Y, , ,1, , 52112,2,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,2743,HEREFORD ST,13,METRO STORAGE EXPRESS,STORAGE UNIT #32, , ,885232.5,1010837
20-024208,2020-06,06/05/2020 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2024,E OBEAR AVE,66, , ,2024,OBEAR,903100.3,1033324
20-024091,2020-06,06/05/2020 12:00,Y, , ,1, , 62701,1,LARCENY-PURSESNATCH UNDER $500,0,DELOR ST / DEWEY AVE,16, , ,5515,GRAND,890662.8,998194.1
20-025475,2020-06,06/05/2020 12:03,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,1300,HODIAMONT AVE,48, , ,1200,HODIAMONT,0,0
20-024101,2020-06,06/05/2020 12:30,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,I 55 SOUTHBOUND / LOUGHBOROUGH,1, , ,703,UNION,889032,991661.3
20-024101,2020-06,06/05/2020 12:30,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,I 55 SOUTHBOUND / LOUGHBOROUGH,1, , ,703,UNION,889032,991661.3
20-024109,2020-06,06/05/2020 12:54,Y, , ,1, , 63601,5,"LARCENY-SHOPLIFT $500 - $24,999",3925,LINDELL BLVD,38,CVS, ,3925,LINDELL,894199,1021580
20-024097,2020-06,06/05/2020 12:55,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N GRAND BLVD / MONTGOMERY ST,59, , , , ,899404.5,1026696
20-024103,2020-06,06/05/2020 13:14,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3801,S KINGSHIGHWAY BLVD,14, ,ALLEY, , ,885036.1,1004585
20-024748,2020-06,06/05/2020 14:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3916,LOUISIANA AVE,16, , ,3915,LOUISIANA,894307.6,1002138
20-024736,2020-06,06/05/2020 14:24,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,5707,DELOR ST,7, , ,5707,DELOR,880151.9,1001631
20-024134,2020-06,06/05/2020 14:30,Y, , ,1, , 41016,4,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1307,WARREN ST,63, , ,1307,WARREN,906990.3,1025748
20-024140,2020-06,06/05/2020 14:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4134,WILMINGTON AVE,5, , ,4134,WILMINGTON,886174.8,997515.7
20-024130,2020-06,06/05/2020 15:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5844,DEGIVERVILLE AVE,46, , ,5844,DEGIVERVILLE,879987.9,1026126
20-024125,2020-06,06/05/2020 15:05,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,MARGARETTA AVE / N NEWSTEAD AV,68, , , , ,895911,1033635
20-024751,2020-06,06/05/2020 15:08,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,4040,FLAD AVE,27, , ,4040,FLAD,891605.2,1011779
20-024159,2020-06,06/05/2020 15:20,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5425,HAMPTON AVE,8,DADO S CAFE, ,5425,HAMPTON,879157.8,1000592
20-024160,2020-06,06/05/2020 16:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6616,MINNESOTA AVE,1, , ,6616,MINNESOTA,891072.3,991142.2
20-024136,2020-06,06/05/2020 16:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / E WARNE AVE,67, , , , ,900663,1034147
20-024382,2020-06,06/05/2020 16:30,Y, , ,1, , 52312,5,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5080,DELMAR BLVD,38,GUNTHER ELECTRONICS COMPANY,VACANT BUSINESS,5080,DELMAR,886802.5,1026172
20-024779,2020-06,06/05/2020 16:35,Y, , ,1, , 92000,5,SIMPLE ASSAULT-HARRASSMENT,4901,DELMAR BLVD,53,ESOP,ETHICAL SOCIETY OF POLICE (ESOP),4901,DELMAR,888503.4,1026317
20-024138,2020-06,06/05/2020 16:41,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5223,GRAVOIS AVE,5, , ,5223,GRAVOIS,886021.6,999987.9
20-024522,2020-06,06/05/2020 17:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1023,N GRAND BLVD,77,JUSTINE PETERSON, ,1023,GRAND,897528,1023141
20-024180,2020-06,06/05/2020 17:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2868,TEXAS AVE,30, , ,2868,TEXAS,898864.4,1007953
20-024684,2020-06,06/05/2020 17:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4622,BULWER AVE,64, , ,4622,BULWER,905031.9,1034574
20-024146,2020-06,06/05/2020 17:04,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,BATES ST / S COMPTON AVE,1, , ,526,BATES,892883.2,994383.3
20-024157,2020-06,06/05/2020 17:27,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4673,S 37TH ST,16, , ,4673,37TH,891505.5,998833
20-024206,2020-06,06/05/2020 17:30,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5632,ARENDES DR,3, , ,5632,ARENDES,888955.2,996326.1
20-024203,2020-06,06/05/2020 17:30,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",7557,HALL ST,74, , ,7557,HALL,898564.8,1045187
20-024187,2020-06,06/05/2020 17:30,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N MARKET ST / PRAIRIE AVE,59, , , , ,898056.9,1026678
20-024156,2020-06,06/05/2020 17:45,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4224,W COOK AVE,58, , ,4224,COOK,893457.3,1026091
20-024153,2020-06,06/05/2020 17:50,Y, , ,1, , 51211,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,3524,NEBRASKA AVE,19, , ,3524,NEBRASKA,896664.1,1004350
20-024150,2020-06,06/05/2020 17:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5629,ENRIGHT AVE,48, , ,5627,ENRIGHT,882262.8,1027291
20-025137,2020-06,06/05/2020 17:59,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4417,OLIVE ST,38, , ,4417,OLIVE,891033.1,1024524
20-025932,2020-06,06/05/2020 18:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1432,N BROADWAY,64, , ,1432,BROADWAY,910018,1021668
20-024420,2020-06,06/05/2020 18:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,245,UNION BLVD,47, , ,245,UNION,884322.6,1024279
20-024155,2020-06,06/05/2020 18:15,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5823,WILSON AVE,12, ,@HOTEL- RED ROOF,5823,WILSON,881554.4,1013910
20-024158,2020-06,06/05/2020 18:20,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GREER AVE / MARCUS AVE,56, , , , ,892464.8,1032685
20-024158,2020-06,06/05/2020 18:20,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GREER AVE / MARCUS AVE,56, , , , ,892464.8,1032685
20-024154,2020-06,06/05/2020 18:48,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,ILLINOIS AVE / KEOKUK ST,18, , ,3605,BROADWAY,899198,1001667
20-024222,2020-06,06/05/2020 19:00,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,231,N VANDEVENTER AVE,38, , ,231,VANDEVENTER,894083.3,1021084
20-024164,2020-06,06/05/2020 19:00,Y, , ,1, , 42011,2,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,3865,GRAVOIS AVE,15,ALDI,@NATIONAL CITY BANK- GRAVOIS,3865,GRAVOIS,891583.8,1004871
20-024413,2020-06,06/05/2020 19:00,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,3737,GRAVOIS AVE,15, ,REAR PARKING LOT,3737,GRAVOIS,892242.5,1004537
20-024707,2020-06,06/05/2020 19:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6901,GRAVOIS AVE,6, , ,6901,LOUGHBOROUGH,881543.1,996519.3
20-024169,2020-06,06/05/2020 19:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6043,THEKLA AVE,76, ,IN THE ALLEY OF THIS LOCATION,6043,THEKLA,889803.1,1045531
20-024179,2020-06,06/05/2020 19:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4116,LOUGHBOROUGH AVE,4, , ,4116,LOUGHBOROUGH,884515.9,994530
20-024165,2020-06,06/05/2020 19:30,Y, , ,1, , 43025,3,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,1800,S TUCKER BLVD,34, ,METRO BUS #73, , ,904041,1011813
20-024172,2020-06,06/05/2020 19:40,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3506,CASS AVE,59,BETHLEHEM BAPTIST CHURCH, ,3506,CASS,898863.4,1024652
20-024182,2020-06,06/05/2020 19:48,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2510,N GRAND BLVD,59,J&B LIQUOR, ,2510,GRAND,899466.7,1026595
