Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-018734,2020-05,05/03/2020 02:55,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,MARKET ST / N TUCKER BLVD,35, , , , ,906407.7,1017489
20-019317,2020-05,05/03/2020 03:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2122,ALLEN AVE,23, , ,2122,ALLEN,900755.9,1011392
20-019001,2020-05,05/03/2020 04:30,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",4601,RIVERVIEW BLVD,70, , ,4601,RIVERVIEW,888549.5,1041302
20-018740,2020-05,05/03/2020 05:00,Y, , ,1, , 52222,4,BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED,626,N 6TH ST,35,BLT S,#1145594,626,6TH,908954.4,1018431
20-018738,2020-05,05/03/2020 05:06,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,0,N JEFFERSON AVE / OLIVE ST,36, , , , ,901826.8,1019515
20-018739,2020-05,05/03/2020 05:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 4TH ST / WASHINGTON AVE,35, , , , ,909581.6,1018292
20-018798,2020-05,05/03/2020 06:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,3642,LACLEDE AVE,37,LACLEDE PARKING GARAGE, ,400,KINGSHIGHWAY,895844.9,1020084
20-018772,2020-05,05/03/2020 09:00,Y, , ,1, , 51111,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,3205,PULASKI ST,16, , ,3205,PULASKI,894045.8,997422.4
20-018749,2020-05,05/03/2020 10:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2207,GASCONADE ST,18, ,REAR PARKING PAD,2202,OSAGE,898445.3,1000453
20-018751,2020-05,05/03/2020 10:07,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3631,GRAVOIS AVE,15, ,@WALGREENS - GRAVOIS AND GRAND,3631,GRAVOIS,893179.3,1004622
20-018756,2020-05,05/03/2020 10:43,Y, , ,1, , 43015,6,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1192,RIVERVIEW BLVD,74, ,@IMOS - RIVERVIEW,8960,RIVERVIEW,894537.6,1051914
20-018752,2020-05,05/03/2020 11:25,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,NATURAL BRIDGE AVE / UNION BLV,52, , , , ,889230.8,1036273
20-018774,2020-05,05/03/2020 12:29,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4741,MICHIGAN AVE,17, , ,4741,MICHIGAN,894221.2,996549.5
20-019033,2020-05,05/03/2020 15:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3554,S GRAND BLVD,19, , ,3554,GRAND,893507.2,1004531
20-018839,2020-05,05/03/2020 15:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5222,NORTHLAND AVE,52, , ,5222,NORTHLAND,888147.8,1033162
20-018778,2020-05,05/03/2020 15:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6001,SHULTE AVE,76, , ,6001,SHULTE,890818.1,1046459
20-019219,2020-05,05/03/2020 15:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5055,PERNOD AVE,14, , ,5055,PERNOD,883686.4,1005704
20-018849,2020-05,05/03/2020 15:00,Y, , ,1, , 65711,2,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,6759,ARSENAL ST,10,MIDWEST AUTOPLEX, ,6759,ARSENAL,875850.3,1010620
20-018895,2020-05,05/03/2020 15:00,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2715,CAROLINE ST,31, , ,2715,CAROLINE,899701.4,1014582
20-019013,2020-05,05/03/2020 15:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,N GRAND BLVD / PAGE BLVD,77, , , , ,898094.5,1024134
20-019255,2020-05,05/03/2020 15:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,FOREST PARK AVE / S KINGSHIGHW,38, , , , ,887198.4,1021913
20-018767,2020-05,05/03/2020 15:05,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4100,GRAVOIS AVE,16, , ,4191,GRAVOIS,889986.9,1003390
20-018777,2020-05,05/03/2020 15:08,Y, , ,1, , 10000,6,HOMICIDE,733,PONCE AVE,74, ,REAR, , ,897616.8,1047246
20-018775,2020-05,05/03/2020 15:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8506,N BROADWAY,74, , ,8506,BROADWAY,897516.3,1050212
20-018775,2020-05,05/03/2020 15:30,Y, , ,1, , 41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,8506,N BROADWAY,74, , ,8506,BROADWAY,897516.3,1050212
20-019037,2020-05,05/03/2020 15:30,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6008,NORTH POINTE BLVD,73, , ,6008,NORTH POINTE,891525.4,1047961
20-018771,2020-05,05/03/2020 15:32,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,HOLLY HILLS BLVD / MORGANFORD,4, , , , ,884946.2,996338.5
20-018776,2020-05,05/03/2020 15:57,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1506,LASALLE LN,33, , ,1506,LASALLE,903995.7,1014255
20-018867,2020-05,05/03/2020 16:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3112,MOUNT PLEASANT ST,17, , ,3112,MOUNT PLEASANT,894652.1,997499.8
20-019225,2020-05,05/03/2020 16:36,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2730,OSAGE ST,16, , ,2730,OSAGE,897019.6,1001137
20-019225,2020-05,05/03/2020 16:36,Y, , ,1, , 41016,3,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,2730,OSAGE ST,16, , ,2730,OSAGE,897019.6,1001137
20-018784,2020-05,05/03/2020 17:40,Y, , ,1, , 31112,4,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,1706,WASHINGTON AVE,36, ,APT 716,1706,WASHINGTON,904722.5,1019461
20-018785,2020-05,05/03/2020 17:40,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3350,GRAVOIS AVE,30, , , , ,894555.3,1005711
20-018810,2020-05,05/03/2020 18:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,712,OFALLON ST,62, , ,712,OFALLON,909288.2,1021029
20-019071,2020-05,05/03/2020 18:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2865,S 18TH ST,22, , ,2865,18TH,901256.9,1007142
20-018961,2020-05,05/03/2020 18:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",1013,S TUCKER BLVD,33, , ,1014,TUCKER,905517.4,1014301
20-018933,2020-05,05/03/2020 18:00,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",951,HARLAN AVE,74, , ,951,HARLAN,896212.4,1052087
20-018859,2020-05,05/03/2020 18:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4410,RICHARD PL,69, , ,4410,RICHARD,895320.7,1036686
20-018787,2020-05,05/03/2020 18:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4710,HAMPTON AVE,7, , ,4710,HAMPTON,879623.8,1002784
20-018789,2020-05,05/03/2020 18:37,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,LANSDOWNE AVE / WABASH AVE,9,RIVER DES PERES BIKE PATH, , , ,872625.6,1004432
20-018797,2020-05,05/03/2020 18:45,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N KINGSHIGHWAY BLVD / LEXINGTO,82, , , , ,890755.8,1034659
20-018788,2020-05,05/03/2020 18:52,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,902,S BROADWAY,35,BP GAS STATION, , , ,907974,1013926
20-018791,2020-05,05/03/2020 18:58,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",2166,HAMPTON AVE,12, , ,2166,HAMPTON,881175.8,1013045
20-018795,2020-05,05/03/2020 19:00,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1500,N BROADWAY,64, , ,9910,LEWIS AND CLARK,910037.4,1021936
20-018793,2020-05,05/03/2020 19:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",5247,PATTISON AVE,12, , ,5247,PATTISON,884833.4,1014487
20-018804,2020-05,05/03/2020 19:30,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3291,S KINGSHIGHWAY BLVD,14, ,@QT - S KINGSHIGHWAY / FYLER,3291,KINGSHIGHWAY,885690.1,1007605
20-019210,2020-05,05/03/2020 20:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,5255,WREN AVE,72, , ,5255,WREN,891278.3,1043764
20-018818,2020-05,05/03/2020 20:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5514,LILLIAN AVE,72, ,@BARNES JEWISH HOSPITAL,4000,KINGSHIGHWAY,890957.1,1041605
20-018818,2020-05,05/03/2020 20:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5514,LILLIAN AVE,72, ,@BARNES JEWISH HOSPITAL,4000,KINGSHIGHWAY,890957.1,1041605
20-018803,2020-05,05/03/2020 20:17,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1711,S 9TH ST,21, ,@BAR-INTERNATIONAL TAP HOUSE,1711,9TH,905041.7,1011294
20-018801,2020-05,05/03/2020 20:25,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,S 4TH ST / SPRUCE ST,35, , , , ,908773.8,1015571
20-018816,2020-05,05/03/2020 20:26,Y, , ,1, , 43011,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,1304,N 10TH ST,62, ,@COCHRAN PROJECTS,1304,10TH,908532.9,1021407
20-018901,2020-05,05/03/2020 20:30,Y, , ,1, , 73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,4010,WYOMING ST,15, , ,4010,WYOMING,890652.3,1007311
20-018802,2020-05,05/03/2020 20:30,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,200,S 4TH ST,35, , , , ,909014.1,1015761
20-018809,2020-05,05/03/2020 20:40,Y, , ,1, , 43012,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,2700,OSAGE ST,16, , , , ,897348.8,1001084
20-018879,2020-05,05/03/2020 21:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,2122,ALLEN AVE,23, , ,2122,ALLEN,900755.9,1011392
20-018814,2020-05,05/03/2020 21:45,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,LEE AVE / N NEWSTEAD AVE,68, , ,4400,LEE,896426.4,1034571
20-018813,2020-05,05/03/2020 21:48,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3291,S KINGSHIGHWAY BLVD,14,QT - S KINGSHIGHWAY / FYLER, ,3291,KINGSHIGHWAY,885690.1,1007605
20-018815,2020-05,05/03/2020 21:50,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,801,WILMINGTON AVE,1, ,RESIDENCE,801,WILMINGTON,891182.4,994212.3
20-018890,2020-05,05/03/2020 22:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4935,UNION BLVD,71,EMANUEL TEMPLE CHURCH OF GOD, ,4935,UNION,891832.9,1040124
20-018820,2020-05,05/03/2020 22:30,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1300,N TUCKER BLVD,62, , , , ,907539.1,1021500
20-018832,2020-05,05/03/2020 23:00,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5719,GRAVOIS AVE,5, , ,5719,GRAVOIS,884753.4,999253.1
20-018827,2020-05,05/03/2020 23:00,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2207,S 13TH ST,21, , ,2207,13TH,902667.4,1009767
20-018823,2020-05,05/03/2020 23:02,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,245,UNION BLVD,47, ,APT 602,245,UNION,884322.6,1024279
20-018825,2020-05,05/03/2020 23:08,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,3007,NORWOOD AVE,52, , ,3007,NORWOOD,889637.8,1034173
20-018824,2020-05,05/03/2020 23:15,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1443,PEABODY CT,33,PEABODY, ,1443,PEABODY,904206.2,1013767
20-018826,2020-05,05/03/2020 23:15,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,S 4TH ST / WALNUT ST,35, , , , ,908992.9,1016349
20-018828,2020-05,05/03/2020 23:30,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,6200,HALL ST,79, , , , ,903147.2,1040671
20-018717,2020-05,05/03/2020 23:30,Y, , ,1, ,204100,4,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1408,SULLIVAN AVE,63, , , , ,906329.3,1026687
20-020185,2020-05,05/04/2020 00:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3511,CONNECTICUT ST,25, , ,3511,CONNECTICUT,894245.4,1007449
20-018830,2020-05,05/04/2020 00:28,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3321,WINNEBAGO ST,19,STREET, ,3658,LOUISIANA,894865.4,1003670
20-018829,2020-05,05/04/2020 00:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3643,PENNSYLVANIA AVE,19, , ,3643,PENNSYLVANIA,896018.1,1003601
20-018835,2020-05,05/04/2020 02:03,Y, , ,1, , 91303,1,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4524,S COMPTON AVE,17, ,ALLEY,4524,COMPTON,894318.6,998053.9
20-018835,2020-05,05/04/2020 02:03,Y, , ,1, , 91303,1,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4524,S COMPTON AVE,17, ,ALLEY,4524,COMPTON,894318.6,998053.9
20-018834,2020-05,05/04/2020 02:22,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,701,N BROADWAY,35, , , , ,909211,1018825
20-018836,2020-05,05/04/2020 02:37,Y, , ,1, , 41012,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,4949,NATURAL BRIDGE AVE,69, ,@RALLYS- NATURAL BRIDGE,5720,NATURAL BRIDGE,891626.6,1035076
20-018850,2020-05,05/04/2020 02:50,Y, , ,1, , 51222,3,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,1719,PRESTON PL,32, , ,1719,PRESTON,902028.6,1012263
20-018838,2020-05,05/04/2020 03:44,Y, , ,1, ,151130,3,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,2851,GRAVOIS AVE,24,QUICK TRIP, ,2851,GRAVOIS,897916.5,1008451
20-018855,2020-05,05/04/2020 04:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",1405,WALTON AVE,53, , ,1405,WALTON,889762.1,1029318
20-018842,2020-05,05/04/2020 04:04,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,S 4TH ST / GRATIOT ST,35, , , , ,908279.9,1014201
20-018837,2020-05,05/04/2020 04:15,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2916,WYOMING ST,30, , ,2916,WYOMING,896733.9,1006535
20-018840,2020-05,05/04/2020 06:33,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,8414,VIRGINIA AVE,2, , ,8414,VIRGINIA,886449.4,986897.2
20-018858,2020-05,05/04/2020 06:36,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,2700,BRANNON AVE,13, , ,2700,BRANNON,884553.5,1010920
20-018843,2020-05,05/04/2020 06:50,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1125,VINSON ST,61, , ,1125,BENTON,904465.6,1021530
20-018841,2020-05,05/04/2020 07:05,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3949,WILMINGTON AVE,3,ST STEPHEN PROTOMARTYR, ,3949,WILMINGTON,887992.6,996354.4
20-019259,2020-05,05/04/2020 07:15,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1126,ANGELICA ST,65, , ,1126,ANGELICA,905498.5,1031421
20-019863,2020-05,05/04/2020 08:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5590,W FLORISSANT AVE,72,NORTHWAY SUPERMARKET, , , ,893144.3,1044000
20-018999,2020-05,05/04/2020 08:00,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,6309,ARTHUR AVE,9, , ,6309,ARTHUR,878516.4,1008008
20-018875,2020-05,05/04/2020 09:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5131,GILMORE AVE,72, , ,5131,GILMORE,890303.7,1043946
20-022617,2020-05,05/04/2020 10:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1209,WASHINGTON AVE,36, , ,1209,WASHINGTON,906690.6,1019171
20-018865,2020-05,05/04/2020 10:00,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3648,BATES ST,3, , ,3648,BATES,889936.9,996160.1
20-019250,2020-05,05/04/2020 10:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4851,KOSSUTH AVE,69, , ,4851,KOSSUTH,893162.8,1035992
20-018873,2020-05,05/04/2020 10:44,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3427,OHIO AVE,19, , ,3427,OHIO,897884.3,1004808
20-018921,2020-05,05/04/2020 10:48,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2310,MCCAUSLAND AVE,10,WALGREENS, ,2310,MCCAUSLAND,874938.3,1013267
20-019459,2020-05,05/04/2020 11:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,2228,OLIVE ST,36, ,@HOTEL- LINCOLN HOTEL,2228,OLIVE,902420.1,1019281
20-018989,2020-05,05/04/2020 11:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6268,DELOR ST,8, , ,6268,DELOR,877807.1,1001754
20-018878,2020-05,05/04/2020 11:20,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5000,GERALDINE AVE,71, , , , ,892467.6,1039940
20-019240,2020-05,05/04/2020 11:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1129,VERONICA AVE,74, , ,1129,VERONICA,895287.8,1050578
20-019694,2020-05,05/04/2020 12:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1621,N 1ST ST,64, , , , ,910656.5,1022546
20-019076,2020-05,05/04/2020 12:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2863,S 18TH ST,22, , ,2863,18TH,901256.9,1007142
20-020306,2020-05,05/04/2020 12:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3307,UTAH ST,25,COMMUNITY AUTO, ,3077,UTAH,894945.4,1006320
20-019120,2020-05,05/04/2020 12:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3317,TEXAS AVE,30, , ,3317,TEXAS,898319.4,1005495
20-018897,2020-05,05/04/2020 12:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,ANDERSON AVE / N NEWSTEAD AVE,68, ,CITY STREET, , ,896878.6,1035384
20-018900,2020-05,05/04/2020 12:40,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5800,HIGHLAND,50, , , , ,883028.4,1035537
20-018905,2020-05,05/04/2020 12:45,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,200,S TUCKER BLVD,35, , ,200,TUCKER,906343.9,1016785
20-018907,2020-05,05/04/2020 13:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2835,CHARITON ST,17, , ,2835,CHARITON,896210.1,999413
20-018912,2020-05,05/04/2020 13:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4240,NEOSHO ST,5, ,APT 302,4240,NEOSHO,887291.8,1001672
20-018998,2020-05,05/04/2020 13:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",6816,FYLER AVE,9, , ,6816,FYLER,875503,1008518
20-018910,2020-05,05/04/2020 13:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1800,N VANDEVENTER AVE,59, , , , ,897066.7,1026430
20-018911,2020-05,05/04/2020 13:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6455,MANCHESTER AVE,43, , ,6455,MANCHESTER,878450.1,1015037
20-018916,2020-05,05/04/2020 13:54,Y, , ,1, , 72130,1,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,3652,DUNNICA AVE,16, , ,3652,DUNNICA,892612.3,1002777
20-018917,2020-05,05/04/2020 14:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2310,MCCAUSLAND AVE,10,WALGREENS, ,2310,MCCAUSLAND,874938.3,1013267
20-018929,2020-05,05/04/2020 14:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,I 44 EASTBOUND / S VANDEVENTER,13, , ,2629,11TH,888838.9,1014234
20-018927,2020-05,05/04/2020 14:12,Y, , ,1, , 69603,4,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",4300,N FLORISSANT AVE,65, , ,4300,FLORISSANT,903441.9,1031873
20-019007,2020-05,05/04/2020 14:30,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5511,TENNESSEE AVE,1, , ,5511,TENNESSEE,890887.5,996157.3
20-019025,2020-05,05/04/2020 14:40,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,1207,SIDNEY ST,21, , ,1207,SIDNEY,902385.9,1008355
20-022554,2020-05,05/04/2020 14:43,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,808,SCHIRMER ST,1, , ,808,SCHIRMER,887131.6,989617.3
20-019510,2020-05,05/04/2020 15:00,Y, , ,1, , 52312,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4920,N BROADWAY,64, , ,4920,BROADWAY,904356.7,1035109
20-019038,2020-05,05/04/2020 15:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GOODFELLOW BLVD / NATURAL BRID,50, , , , ,885538.8,1038700
20-018925,2020-05,05/04/2020 15:12,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3710,N GRAND BLVD,67,MOBIL GAS STATION, , , ,901258.3,1029801
20-018954,2020-05,05/04/2020 15:18,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,4400,MANCHESTER AVE,39,FRONT DOOR APARTMENTS, ,4200,MANCHESTER,888829.8,1016985
20-018924,2020-05,05/04/2020 15:20,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2901,ARSENAL ST,30,DC AUTO SALES, ,2901,ARSENAL,897058.9,1007827
20-018924,2020-05,05/04/2020 15:20,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2901,ARSENAL ST,30,DC AUTO SALES, ,2901,ARSENAL,897058.9,1007827
20-018937,2020-05,05/04/2020 15:35,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1380,GRANVILLE PL,78, , ,1380,GRANVILLE,884370,1031264
20-018934,2020-05,05/04/2020 16:00,Y, , ,1, , 43016,4,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,3520,NATURAL BRIDGE AVE,59,BP,GAS STATION,3905,COTTAGE,901199.4,1029504
20-019199,2020-05,05/04/2020 16:00,Y, , ,1, , 64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5327,CLAXTON AVE,71, , ,5327,CLAXTON,893086.5,1041401
20-018936,2020-05,05/04/2020 16:07,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,1020,LOUGHBOROUGH AVE,1, ,SCHNUCKS,1020,LOUGHBOROUGH,888369.9,991903
20-018941,2020-05,05/04/2020 16:20,Y, , ,1, ,112020,4,FRAUD-CREDIT DEVICE/UNDER $150,205,N 9TH ST,35, ,MARK TWAIN HOTEL,205,9TH,907619.9,1017799
20-018932,2020-05,05/04/2020 16:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,E GRAND AVE / I 70 EASTBOUND,66, , , , ,904580.1,1034005
20-018939,2020-05,05/04/2020 16:50,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,919,N LEONARD AVE,77, , ,919,LEONARD,898664.9,1022408
20-018947,2020-05,05/04/2020 17:00,Y, , ,1, , 43014,6,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,8506,N BROADWAY,74, ,APT B,8506,BROADWAY,897516.3,1050212
20-018940,2020-05,05/04/2020 17:00,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4447,NATURAL BRIDGE AVE,69,SAVE-A-LOT, ,4447,NATURAL BRIDGE,894946.5,1033224
20-019102,2020-05,05/04/2020 17:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",933,RUTGER ST,34, , ,933,RUTGER,905829.3,1012819
